,sentence,word_index,sentence_index,l1_label,l2_label
4367,Use your non-dominant hand to mimic a straight line and then bend it at a sharp angle.,1157,2,44,2
4368,Bring both hands together to show the concept of twisting or distorting.,1157,3,94,22
4369,Tilt your head slightly to the side to emphasize the idea of something being crooked or skewed.,1157,4,7,4
4370,Close fist and touch chest with thumb,1158,1,82,3
4371,Move hand downwards in a cutting motion,1158,2,39,2
4372,Point index finger downwards,1158,3,93,6
4373,"Move hand to the side of the body, palm facing outwards",1158,4,15,2
4374,Extend both hands in front of you with palms facing down.,1159,1,24,1
4375,Use your index fingers to trace imaginary scars on both arms.,1159,2,94,13
4376,Point to your leg with one hand and make a twisting motion.,1159,3,4,4
4377,"Place one hand on your head and the other on your chest, indicating the physical and emotional impact of the disability.",1159,4,47,4
4378,"Place the index and middle fingers of both hands together, palms facing each other.",1160,1,79,3
4379,"Hold the hands up at chest level, then move them downwards in a chopping motion.",1160,2,39,2
4380,Bring the hands back up to chest level and repeat the chopping motion.,1160,3,9,5
4381,Shake the hands from side to side rapidly.,1160,4,8,6
4382,Use both hands to make a fist with the thumb sticking out.,1161,1,40,3
4383,Move both hands back and forth in a repeated motion.,1161,2,52,6
4384,Tilt your head slightly to the side as you continue the motion.,1161,3,27,0
4385,Bring both hands back to the starting position.,1161,4,77,1
4386,"Start with hands palms facing down, fingers together, and move them outward in a wavy motion.",1162,1,21,0
4387,"Bring both hands up in front of chest level, palms facing downwards, and wiggle fingers.",1162,2,5,7
4388,"Then, rotate hands in a circular motion, palms facing up.",1162,3,99,3
4389,"Finally, point one hand towards the sky and the other hand towards the ground.",1162,4,47,2
4390,"Start with both hands making a claw shape, with fingers pointing down.",1163,1,54,6
4391,"Bring both hands up to the sides of your face, with fingers facing forward.",1163,2,23,7
4392,"Rotate both hands outwards slightly, while keeping fingers in the same position.",1163,3,6,3
4393,"Make a biting motion with both hands, as if showing the action of poisoning someone.",1163,4,69,21
4394,"Move hands away from face in a quick, sharp movement.",1163,5,59,0
4395,"Start with both hands in a fist, palms facing each other.",1164,1,17,5
4396,Move one hand forward slightly to show comparison.,1164,2,42,4
4397,"Bring the other hand next to it, showing the two objects being compared.",1164,3,94,8
4398,Repeat the movement to emphasize the comparison.,1164,4,62,4
4399,"With your dominant hand, make a “B” handshape and place it near your shoulder.",1165,1,40,4
4400,"With your non-dominant hand, make a “R” handshape and bring it towards your dominant hand, as if connecting the two hands together.",1165,2,3,2
4401,"Move both hands downwards diagonally, towards your non-dominant side.",1165,3,3,5
4402,Repeat the movement a couple of times to emphasize the comparison.,1165,4,19,5
4403,Point to both hands with palms facing each other.,1166,1,79,2
4404,Move hands towards each other in a quick motion.,1166,2,59,1
4405,Open hands and raise them slightly.,1166,3,68,4
4406,Tilt head slightly to the side.,1166,4,27,1
4407,"Hold up both hands with palms facing each other, then move them closer together.",1167,1,79,1
4408,Raise one hand slightly higher than the other to show comparison.,1167,2,47,3
4409,Bring both hands back to starting position.,1167,3,77,1
4410,"Hands start at chest level, palms facing each other, then move outwards and upwards towards the shoulders, representing graduation caps being thrown up.",1168,1,0,2
4411,"Hands then come together in front of the chest, thumbs touching and fingers forming a circle, symbolizing the completion of a degree.",1168,2,65,4
4412,"Hands then move downwards and outwards, mimicking the movement of turning a tassel on a graduation cap.",1168,3,94,3
4413,Head tilts slightly to the side as the sign is finished.,1168,4,7,10
4414,"Open right hand with palm facing down, place it near the side of the head.",1169,1,61,1
4415,Raise right hand up slightly as if touching hair.,1169,2,69,3
4416,Close right hand into a fist and brush it across the top of the head towards the left side.,1169,3,82,0
4417,The right hand forms the shape of the character 水 (shuǐ) with the palm facing down and moves downward.,1170,1,15,4
4418,The left hand forms the shape of the character 人 (rén) with the palm facing inwards and moves upward.,1170,2,90,5
4419,"Both hands come together in front of the chest, with the right hand on top of the left hand, forming the character 民 (mín).",1170,3,90,0
4420,"Start with both hands in a '5' handshape in front of your chest, palms facing each other.",1171,1,17,0
4421,Move both hands outward and upward in a circular motion while keeping the '5' handshape.,1171,2,6,2
4422,"Bring both hands back in towards your chest, crossing them over each other.",1171,3,28,2
4423,Open both hands into a flat '5' handshape with palms facing down.,1171,4,88,3
4424,Bring both hands down to your sides with a slight flick of the wrists.,1171,5,23,0
4425,Use your dominant hand to gesture a circular motion in front of your chest.,1172,1,32,3
4426,Move your hand upwards and slightly extend your fingers.,1172,2,57,10
4427,Bring your hand back down in a straight line.,1172,3,66,2
4428,Finish the sign with a firm closing motion of your hand.,1172,4,89,7
4429,"Open both hands with palms facing upwards, fingers slightly spread out.",1173,1,26,5
4430,"Bring both hands close to the chest, then push them outwards towards the sides.",1173,2,23,3
4431,"Move both hands in a circular motion in front of the chest, creating a sense of expanding energy.",1173,3,72,4
4432,"Extend left hand with fingers together, palm facing down, move hand downward and slightly to the right.",1174,1,15,4
4433,"Extend right hand with fingers together, palm facing down, move hand downward and slightly to the left.",1174,2,15,4
4434,Bring both hands together and move them downward in a wave motion.,1174,3,39,11
4435,"Extend both hands flat, palm down, and parallel to the ground.",1175,1,94,31
4436,"Move both hands outward to each side, maintaining the flat position.",1175,2,21,6
4437,Bring both hands back together in front of the body.,1175,3,34,5
4438,Open non-dominant hand palm facing up,1176,1,35,5
4439,Bring dominant hand up and make a squeezing motion as if picking fruit,1176,2,69,19
4440,"Move dominant hand down to non-dominant hand, mimicking placing fruit in hand",1176,3,3,13
4441,"Pat the side of the non-dominant hand with the dominant hand, signifying the fruit is ripe and ready to eat.",1176,4,3,6
4442,Extend both hands in front of the chest with palms facing down.,1177,1,96,1
4443,"Make a circular motion with both hands simultaneously, rotating them outward.",1177,2,85,1
4444,"Bring both hands back together in front of the chest, forming a heart shape with the fingers touching.",1177,3,65,4
4445,Hold the heart shape gesture close to the chest.,1177,4,11,0
4446,Use both hands to make a fist and place them in front of your chest.,1178,1,40,5
4447,"Rotate your fists in opposite directions, mimicking the shape of a hamburger bun.",1178,2,94,14
4448,Open your hands slightly to indicate the meat patty inside the bun.,1178,3,94,17
4449,Bring both hands together to show the completed hamburger.,1178,4,94,22
4450,"Use your dominant hand to make a fist, with the thumb up, and place it near your forehead.",1179,1,40,4
4451,"Extend your index finger and move it down along your face, simulating sweat dripping.",1179,2,60,0
4452,Repeat the dripping movement a few times.,1179,3,19,1
4453,Cross both arms in front of the body.,1180,1,25,6
4454,"Extend both hands outwards and slightly upwards, as if dripping with sweat.",1180,2,69,12
4455,Wipe the forehead with the back of one hand.,1180,3,47,11
4456,"Shake hands downwards, symbolizing the sweat dripping off the body.",1180,4,94,9
4457,"Hold out both hands in front of you, palms facing towards each other.",1181,1,24,2
4458,"Use both hands to make the shape of a steering wheel, as if driving a car.",1181,2,69,5
4459,Move both hands forward as if driving a car.,1181,3,69,18
4460,Shake head while making a downward motion with both hands.,1182,1,68,0
4461,"Place hands near chest, palms facing down, and move hands outward in a sweeping motion.",1182,2,76,3
4462,"Cross arms in front of chest, palms facing down, and make a pulling motion towards self.",1182,3,25,3
4463,Tap index fingers to forehead.,1182,4,67,5
4464,"Start with both hands at chest level, palms facing down.",1183,1,50,1
4465,"Slowly bring hands down in front of body, keeping palms facing inward.",1183,2,34,3
4466,"Cross hands in front of chest, with fingers touching opposite palms.",1183,3,25,3
4467,Keep hands crossed while lowering them to waist level.,1183,4,41,1
4468,Open hands and slowly bring them back up to chest level.,1183,5,9,2
4469,"Connect hands in front of the chest, palms facing each other.",1184,1,33,1
4470,"Move hands outward, thumbs touching and pointing upwards.",1184,2,86,4
4471,"Bring hands back together, creating a continuous motion.",1184,3,66,1
4472,Rotate hands in a circular motion while keeping them connected.,1184,4,99,3
4473,Place the right hand palm down in front of the body.,1185,1,92,3
4474,Flip the right hand over so the palm is facing up.,1185,2,95,1
4475,"Bring the right hand towards the body in a quick, sharp movement.",1185,3,59,0
4476,"Shake head from side to side while making a ""no"" gesture with both hands",1186,1,8,0
4477,"Form an ""X"" with both hands in front of the chest",1186,2,78,1
4478,Open both hands and shake them in a downward motion,1186,3,39,3
4479,Bring both hands together in front of the chest with palms facing up.,1186,4,81,6
4480,Use both hands to make a slicing motion across the throat.,1187,1,85,5
4481,Bring both hands down to the sides of the body in a chopping motion.,1187,2,23,1
4482,Shake head from side to side while crossing arms in front of the chest.,1187,3,8,5
4483,Drop hands down as if giving up.,1187,4,69,23
4484,Start with both hands in a closed fist position near the sides of the head.,1188,1,20,0
4485,"Bring both hands up towards the head, opening the fists with palms facing inwards.",1188,2,45,9
4486,Rotate the hands outward so the palms are facing forward.,1188,3,43,4
4487,Separate the hands and move them away from the head in a surprised gesture.,1188,4,38,1
4488,"Start with both hands in a flat, palm-down position, parallel to the ground.",1189,1,56,4
4489,Move both hands simultaneously forward and slightly downward in a grasping motion.,1189,2,42,6
4490,"Keep hands closed in a fist and bring them back towards your body to indicate ""taking"" or ""confiscating.""",1189,3,45,6
4491,Complete the sign by holding both fists to your chest to signify the concept of seizing or confiscating something.,1189,4,89,7
4492,"Start with both hands in a fist, palm facing downwards.",1190,1,48,3
4493,Flip both hands over so that the palms are facing upwards.,1190,2,43,0
4494,Shake both hands back and forth in front of the body.,1190,3,52,0
4495,"Both hands start at chest level with palms facing down, then move downwards to waist level.",1191,1,50,1
4496,Head tilts slightly to the right.,1191,2,98,5
4497,"Both hands move outwards and downwards, with palms facing up.",1191,3,29,3
4498,Head shakes from side to side.,1191,4,8,1
4499,Make a fist with your dominant hand and raise it in front of your chest.,1192,1,40,5
4500,Open your hand and flick your fingers outwards.,1192,2,57,8
4501,Extend your non-dominant hand outwards with the palm facing upwards.,1192,3,31,4
4502,Bring your dominant hand down and close it into a fist on top of your non-dominant hand.,1192,4,84,2
4503,"Start with both hands flat, palms facing each other, in front of your body.",1193,1,17,1
4504,"Move both hands outward, as if tracing the shape of a river.",1193,2,69,2
4505,"Bring both hands back together in front of your body, symbolizing the banks of the river.",1193,3,34,5
4506,Repeat the movement to signify the flowing water of the river.,1193,4,62,4
4507,"Extend your dominant hand with fingers together and palm facing down, then draw a circular motion with your hand.",1194,1,31,1
4508,Close your non-dominant hand into a fist and place it near your dominant hand as if holding a bottle.,1194,2,82,2
4509,Move your dominant hand up and down in a pouring motion.,1194,3,39,2
4510,Tilt your head slightly to the side to signify pouring.,1194,4,27,2
4511,"Start with both hands in a ""claw"" shape, palms facing down, near the chest.",1195,1,2,8
4512,"Move both hands outward and downward, as if spreading healing energy.",1195,2,69,6
4513,"Close both hands into fists and bring them back towards the chest, symbolizing the act of healing.",1195,3,36,1
4514,"Open both hands, palms facing up, and extend them outward as a gesture of giving treatment.",1195,4,21,1
4515,"Start with hands by the chest, palms facing down, fingers spread out.",1196,1,26,3
4516,"Move hands down and outwards, as if releasing something.",1196,2,22,4
4517,Tilt head slightly downwards to emphasize the action.,1196,3,7,3
4518,"Finish with hands at waist level, palms facing up, to indicate the leakage.",1196,4,41,2
4519,"Start with both hands open, palms facing down, in front of the body",1197,1,2,1
4520,"Bring hands together, touching at the fingertips",1197,2,65,1
4521,"Separate hands and move them apart to the sides, forming a wide circle",1197,3,49,2
4522,"Bring hands back together in front of the body, palms facing down",1197,4,81,1
4523,"Chin up, hands in fists at chest level, palms facing outwards",1198,1,50,5
4524,"Throw both fists forward, palms facing down",1198,2,42,6
4525,"Extend both arms outwards, palms still facing down",1198,3,12,3
4526,"Bring both hands back towards chest, palms facing outwards.",1198,4,45,7
4527,Make a fist with one hand and extend the pinky finger.,1199,1,47,8
4528,Place the pinky finger on the side of the other hand's index finger.,1199,2,60,3
4529,Move the hand with the pinky finger down the length of the other hand's index finger.,1199,3,60,3
4530,"Hands cupped together, fingers pointing down, move them up and down in a bouncing motion.",1200,1,39,10
4531,"Open hands, palms facing up, move in a circular motion in front of the chest.",1200,2,72,6
4532,"Point index finger of dominant hand down towards the non-dominant palm, tapping it repeatedly.",1200,3,1,2
4533,Start with both hands in a fist position in front of the body.,1201,1,48,2
4534,Open both hands with palms facing up.,1201,2,88,7
4535,"Bring both hands together in a circular motion, indicating the act of registering.",1201,3,72,1
4536,Tap the index fingers together to finish the sign.,1201,4,67,2
4537,"Start with hands open in front of face, palms facing inwards, and flick fingers outwards.",1202,1,29,5
4538,"Bring hands to the sides of the head and point fingers towards the eyes, then extend arms outwards.",1202,2,23,2
4539,Tap index fingers on temples.,1202,3,67,5
4540,Cross arms over chest with fists closed.,1202,4,25,2
4541,"Make a fist with both hands and place them at chest level, palms facing inwards.",1203,1,50,10
4542,"Open both hands and move them down in a circular motion, mimicking the action of washing.",1203,2,72,8
4543,Close both hands into fists again and bring them back up to chest level.,1203,3,36,1
4544,"Open both hands and move them away from the body, as if water is dripping off them.",1203,4,38,10
4545,"Place one hand in front of you, palm facing up, fingers together, and make a small circular motion with the fingertips.",1204,1,92,1
4546,"With the other hand, form a fist and bring it down towards the palm of the first hand, indicating a hole or opening.",1204,2,47,11
4547,"Bring both hands together in front of you, forming a circle with both hands to represent the concept of a hole or opening.",1204,3,55,2
4548,Use both hands to mimic flowing water by moving them in a wave-like motion in front of the body.,1205,1,44,13
4549,Bring the hands up higher to indicate the water rising.,1205,2,94,17
4550,Shake the hands rapidly to show the intensity of the flood.,1205,3,94,9
4551,Furrow the eyebrows and tilt the head slightly to convey the seriousness of the situation.,1205,4,7,2
4552,Start with both hands forming the letter 'H' and move them in a circular motion in front of the chest.,1206,1,55,6
4553,Bring both hands down to the waist level and alternate tapping them against the sides of the body.,1206,2,41,0
4554,Extend both hands outwards with palms facing up and move them in a wave-like motion.,1206,3,29,6
4555,"Close both hands into fists and bring them up to the shoulders, then quickly open them up and bring them down to the waist level.",1206,4,36,9
4556,"Start with both hands in fists, palms facing each other, at chest level.",1207,1,50,3
4557,Move both hands outwards and upwards in a circular motion until they reach shoulder level.,1207,2,72,12
4558,"Open both hands with fingers spread out, palms facing downwards.",1207,3,26,1
4559,"Twist both hands inwards towards each other, as if pulling something towards you.",1207,4,69,25
4560,Holding both hands in fists at chest level.,1208,1,50,4
4561,"Open both hands and move them in a lively, animated manner.",1208,2,39,3
4562,Nodding head in a playful manner.,1208,3,94,11
4563,"Start with hands in a curved shape, palms facing down.",1209,1,2,0
4564,"Move hands forward in a flowing motion, mimicking the movement of water.",1209,2,42,7
4565,"Keep hands in a continuous flowing motion, moving from left to right.",1209,3,98,2
4566,"Head follows the movement of the hands, emphasizing the fluidity of the sign.",1209,4,94,10
4567,"Start with both hands open, palms facing down, fingers slightly spread apart, and move hands downwards in a smooth motion.",1210,1,26,5
4568,"Quickly close both hands into fists with thumbs sticking out, and move hands downward in a chopping motion.",1210,2,86,1
4569,"Open both hands again, palms facing up, and flutter fingers rapidly while shaking hands left and right in front of the body.",1210,3,68,6
4570,"Close one hand into a fist and place it against the other palm, as if representing a fetus being removed.",1210,4,82,2
4571,Shake head from side to side.,1210,5,8,3
4572,"Start with both hands open and palms facing up, then bring them together in front of you.",1211,1,2,5
4573,Slowly move your hands apart as if they are shooting upwards.,1211,2,69,12
4574,"Close your hands into fists and make a shooting motion with both hands up towards the sky, mimicking a shooting star.",1211,3,36,3
4575,"Place hands in front of chest, with palms facing downward.",1212,1,81,3
4576,"Open hands and move them outward in a fluid motion, while slightly tilting head to the side.",1212,2,68,3
4577,"Close hands and bring them back to chest, repeating the fluid motion.",1212,3,66,1
4578,"Start with both hands in a flat shape, palms facing down, and move them in a flowing motion from the chest outwards.",1213,1,56,0
4579,"With both hands still in a flat shape, rotate them in a circular motion in front of the chest, symbolizing the concept of ""flow.""",1213,2,99,1
4580,"Bring both hands together in front of the chest, forming a shape that represents ""quantity"" or ""amount.""",1213,3,55,2
4581,"Finally, extend both hands forward in a gesturing motion to express the concept of ""traffic"" or ""flow rate.""",1213,4,94,1
4582,"Extend both hands in front of you, palms facing down.",1214,1,24,1
4583,"Move both hands in a wave-like motion, as if tossing something away.",1214,2,22,5
4584,Shake head from side to side.,1214,3,8,3
4585,Repeat the wave-like motion with both hands.,1214,4,62,1
4586,"Start with both hands flat, palms facing each other and fingers extended, at chest level.",1215,1,50,3
4587,"Move hands apart horizontally, widening the distance between them.",1215,2,51,7
4588,Curve fingers slightly as if depicting the shape of waves.,1215,3,69,2
4589,Tilt head slightly to the side.,1215,4,27,1
4590,"Start with hands in a closed fist, palms facing down at the chest level.",1216,1,20,5
4591,"Open both hands and move them outward and downward, mimicking something disappearing.",1216,2,21,8
4592,"Bring both hands back up to chest level, with palms facing down again.",1216,3,9,1
4593,"Close both hands into fists and bring them close to the body, mimicking something vanishing.",1216,4,36,1
4594,Shake head slightly from side to side.,1216,5,8,8
4595,"Place your hands in a ""T"" shape in front of your chest, with palms facing each other.",1217,1,33,3
4596,"Open and close your hands quickly, indicating the movement of information.",1217,2,94,24
4597,"Bring one hand up to your ear, mimicking listening for news.",1217,3,94,38
4598,"Point your index finger upward, symbolizing the transmission of a message.",1217,4,93,7
4599,Start with hands in fists by the sides of the body.,1218,1,23,5
4600,"Bring fists up to chest level, with palms facing downward.",1218,2,5,0
4601,Open hands and make a chopping motion down and outwards.,1218,3,29,5
4602,Bring hands back to starting position with fists by the sides of the body.,1218,4,77,7
4603,Extend the index finger of your dominant hand and make a circular motion around your non-dominant palm facing up,1219,1,73,1
4604,Touch your dominant hand to your chin,1219,2,57,5
4605,Move your dominant hand in a downward motion towards your non-dominant hand,1219,3,3,13
4606,Repeat the circular motion with your dominant hand around your non-dominant palm facing up.,1219,4,73,1
4607,"Extend both hands out in front of you, palms facing down.",1220,1,24,1
4608,"Bring both hands together, crossing at the wrists.",1220,2,28,0
4609,"Open the hands outwards, palms facing up.",1220,3,29,1
4610,"Make a circular motion with both hands, mimicking a fire extinguisher.",1220,4,85,0
4611,"Start with both hands open flat, palms facing down, and raise them up simultaneously.",1221,1,88,2
4612,"Close both hands into fists and push them upward, mimicking the action of something rising or increasing.",1221,2,36,5
4613,Tilt head slightly upwards to indicate the upward movement.,1221,3,7,7
4614,"Place dominant hand loosely closed in front of mouth, palm facing down.",1222,1,92,2
4615,"Move hand down and slightly forward, opening palm as if pouring liquid.",1222,2,69,16
4616,Use non-dominant hand to mimic holding a cup at waist level.,1222,3,44,2
4617,Start with both hands in a relaxed position,1223,1,46,0
4618,"Bring both hands up to chest level, palms facing down",1223,2,9,1
4619,"Slowly move hands away from each other in a gentle, sweeping motion",1223,3,38,2
4620,Lower hands back down to starting position,1223,4,77,3
4621,Place the tip of the right index finger on the center of the chest.,1224,1,60,3
4622,Slowly move the finger down the chest to indicate depth.,1224,2,94,17
4623,Touch the chest with the hand closed in a fist to emphasize depth.,1224,3,20,0
4624,Shake both hands in front of chest with palms facing down.,1225,1,2,4
4625,Bring hands together and cross them in front of chest.,1225,2,25,1
4626,Extend arms outwards in opposite directions.,1225,3,12,1
4627,Rotate hands in a circular motion.,1225,4,99,1
4628,"Hands start at chest level, fingers extended, palms facing down, and gradually move downwards in a wavelike motion.",1226,1,50,8
4629,"Hands reach the waist level, palms facing each other, and continue to move downward in a circular motion.",1226,2,41,4
4630,"Hands reach the knees, fingers curling inwards, palms facing downwards, and continue to move downwards in a swift motion.",1226,3,39,6
4631,"Hands reach the ground, fingers tapping the ground rhythmically to signify '淹没'.",1226,4,94,29
4632,"Start with both hands open, palms facing up, and move them outward and downward to represent clarity",1227,1,21,0
4633,"Bring both hands to the head level, palms facing inwards, and spread fingers to show understanding",1227,2,5,3
4634,Quickly flick both hands forward and outward to show a clear and crisp movement,1227,3,94,24
4635,"Start with both hands in flat, open palms facing down.",1228,1,56,2
4636,Bring both hands up together to chest level.,1228,2,9,1
4637,"Move both hands outwards, palms facing inwards, and then back towards the body.",1228,3,45,9
4638,Curl fingers slightly as if grasping something intangible.,1228,4,69,6
4639,Tilt head slightly to the side.,1228,5,27,1
4640,"Start with both hands open, palms facing upwards, and move them in a circular motion in front of the chest.",1229,1,2,6
4641,Bring your hands closer together as if you are holding something warm and comforting.,1229,2,69,10
4642,Tilt your head slightly to the side to emphasize the feeling of warmth and comfort.,1229,3,7,1
4643,Place your non-dominant hand palm up in front of your chest,1230,1,73,4
4644,"With your dominant hand, make a gentle stroking motion on the back of your non-dominant hand",1230,2,3,2
4645,"Bring your dominant hand to your chest, palm facing down, and make a soft patting motion",1230,3,73,5
4646,Lean your head slightly to one side as you continue the patting motion,1230,4,7,5
4647,Convey a sense of warmth and gentleness with your facial expression,1230,5,30,3
4648,"Extend both hands in front of you, palms facing down.",1231,1,24,1
4649,"Move both hands in a circular motion, as if showing someone around.",1231,2,69,4
4650,Bring both hands back to the starting position.,1231,3,77,1
4651,"Extend both hands out in front of the body with palms facing up, then bring them together in a clapping motion.",1232,1,64,1
4652,"Hold both hands in a ‘C’ shape in front of the chest, then rotate them in a circular motion.",1232,2,99,1
4653,"Extend both index fingers and thumbs, then move them in a zigzag motion.",1232,3,39,3
4654,Bring both hands together in a ‘heart’ shape in front of the chest.,1232,4,11,0
4655,Hands make a swimming motion in front of the body.,1233,1,34,2
4656,"One hand moves forward while the other hand moves backward, simulating swimming strokes.",1233,2,47,10
4657,Head nods slightly to indicate the action of swimming.,1233,3,16,2
4658,Finish.,1233,4,94,36
4659,"Start with hands together in front of chest, fingers pointing forward.",1234,1,54,1
4660,Open hands and smooth out water in front of body.,1234,2,37,1
4661,"Bring hands together, forming a round shape like a lake.",1234,3,55,5
4662,"Bring dominant hand to mouth, mimicking drinking water.",1235,1,18,5
4663,Use non-dominant hand to simulate rain falling down.,1235,2,3,4
4664,Tap fingers of dominant hand on non-dominant hand to represent wetness.,1235,3,1,6
4665,Shake hands in front of body to emphasize wetness.,1235,4,34,5
4666,"Use both hands with palms facing up, fingers slightly spread out, and move them upward from hip level to chest level.",1236,1,5,5
4667,"Close both hands into fists, with thumbs sticking out, and rotate them in a clockwise motion.",1236,2,86,1
4668,"Open both hands and spread fingers outwards, while moving them away from the body in a circular motion.",1236,3,38,10
4669,Tilt head slightly to the right as hands complete the circular motion.,1236,4,7,8
4670,"Start with both hands in a fist, palms facing up.",1237,1,48,4
4671,"Open both hands and move them in a circular motion in front of the chest, indicating satisfaction.",1237,2,72,8
4672,Bring both hands back to the chest with palms facing up and nod the head slightly.,1237,3,87,6
4673,"Start with both hands open and palms facing up, then bring them together in front of the chest.",1238,1,81,0
4674,"Close both hands into fists and raise them up to the shoulders, then open them back up.",1238,2,36,9
4675,"Bring both hands down in a sweeping motion, palms facing down.",1238,3,76,2
4676,Nod your head slightly to indicate satisfaction.,1238,4,87,4
4677,"Start with both hands in a fist shape, palms facing down.",1239,1,48,1
4678,Extend both index fingers and point them downwards.,1239,2,14,3
4679,Open both hands and flick the index fingers downwards.,1239,3,14,3
4680,Tilt head slightly to the side and position hands close to the body.,1239,4,27,2
4681,"Make a fist with both hands and extend the index fingers, then move the fingers downward in a dripping motion.",1240,1,14,3
4682,"Open both hands and bring them close to the chest, palms facing down.",1241,1,88,5
4683,"Extend both index fingers and move them downwards, mimicking air leaking out.",1241,2,14,3
4684,Tilt head slightly to the side to indicate the concept of leakage.,1241,3,7,2
4685,Rotate hands in a circular motion to symbolize the continuous release of air.,1241,4,99,1
4686,Use the index finger of the dominant hand to draw a small circle in front of the chest.,1242,1,80,3
4687,"Bring both hands together in front of the chest, palms facing each other, then slowly spread them outwards while wiggling the fingers.",1242,2,33,5
4688,"Move both hands up towards the face, opening and closing them like a bird's beak.",1242,3,94,8
4689,Nod the head slightly while maintaining the hand movements.,1242,4,87,0
4690,"Open both hands with palms facing down, bring them together and separate them quickly to mimic talking.",1243,1,49,1
4691,Use index fingers to point to the mouth while moving hands in a circular motion.,1243,2,14,1
4692,Bring both hands together and hold them in front of the chest as if holding a microphone or lecturing.,1243,3,10,4
4693,Tilt head slightly forward to indicate speaking or presenting.,1243,4,7,3
4694,Form both hands into loose fists and bring them close to the chest.,1244,1,36,1
4695,"Extend both hands forward and slightly downward, as if sneaking or hiding.",1244,2,69,3
4696,"Move both hands slowly forward, mimicking the act of lurking or lying in wait.",1244,3,42,7
4697,"Bring both hands back towards the chest, emphasizing the hidden or concealed nature of the word.",1244,4,45,2
4698,Make a fist with both hands and bring them together in front of your chest.,1245,1,10,7
4699,Open your hands quickly and spread your fingers wide while moving your hands outward.,1245,2,53,1
4700,Raise your eyebrows and widen your eyes to show intensity.,1245,3,94,2
4701,Lower your hands quickly to emphasize the strong and fierce nature of the word.,1245,4,94,24
4702,"Extend your dominant arm straight out in front of you, palm facing down.",1246,1,24,5
4703,Use your non-dominant hand to mimic a flame by flicking your fingers upwards towards the extended arm.,1246,2,3,12
4704,"Extend both hands in front of your body, palms facing upwards.",1247,1,96,6
4705,"Move both hands upwards in a swift, rocket-like motion.",1247,2,39,10
4706,Bring both hands back down to your sides.,1247,3,23,6
4707,"Extend both hands in front of you, palms facing each other, and move them back and forth horizontally in a straight line.",1248,1,52,1
4708,"Bring both hands together in front of you, with the fingertips touching and the palms facing down.",1248,2,65,2
4709,"Move both hands forward in a straight line, keeping them close together.",1248,3,42,2
4710,"Bring both hands back towards your body in a curved motion, as if mimicking the shape of a train track.",1248,4,45,9
4711,"Both hands hold an imaginary hotpot in front of the chest, with palms facing downwards.",1249,1,70,5
4712,"Use both hands to mimic putting ingredients into the hotpot, alternating between hands.",1249,2,44,12
4713,Use both hands to mimic stirring the hotpot.,1249,3,44,12
4714,Both hands scoop up imaginary food from the hotpot and bring it towards the mouth as if eating.,1249,4,18,2
4715,"Hands in a claw shape, fingers together, move downward quickly to simulate something being extinguished.",1250,1,94,37
4716,Head shakes slightly to emphasize the action.,1250,2,7,3
4717,"Hands come together in front of the chest, palms facing downwards, to show the final state of something being extinguished.",1250,3,10,2
4718,Use both hands to mimic holding a lantern in front of your body with palms facing upwards.,1251,1,44,0
4719,Move both hands slightly upwards to indicate the light coming from the lantern.,1251,2,94,17
4720,Bring both hands closer to your chest to show the warmth of the light.,1251,3,94,22
4721,Tap your chin lightly with one hand to represent the shape of the lantern.,1251,4,83,2
4722,"Start with both hands flat, palms facing down, in front of you",1252,1,56,2
4723,"Move both hands up and down in a waving motion, as if mimicking the light of a lighthouse",1252,2,69,7
4724,"Bring both hands together, fingers interlocking, to form a tower shape",1252,3,78,5
4725,Hold the tower shape in front of you to represent a lighthouse,1252,4,83,0
4726,"Extend your dominant hand in front of you with fingers slightly apart, palm facing down.",1253,1,31,3
4727,Use your non-dominant hand to flick imaginary dust off your dominant hand.,1253,2,3,1
4728,"Bring your dominant hand close to your body, indicating the presence of dust.",1253,3,57,6
4729,Shake your hand as if trying to get rid of the dust.,1253,4,69,24
4730,Place your dominant hand on your chest with your palm facing inwards.,1254,1,58,0
4731,Move your hand downwards towards your stomach while twisting it slightly.,1254,2,68,7
4732,Make a sad expression with your face and tilt your head downwards.,1254,3,30,6
4733,"Bring your non-dominant hand up to your forehead with your palm facing inwards, like wiping away tears.",1254,4,73,1
4734,"Use both hands to make a ""L"" shape with the index finger and thumb, then move the hands in a circular motion while keeping the hands close to the head.",1255,1,6,0
4735,Extend both hands outwards and quickly flick the fingers upwards.,1255,2,29,5
4736,Bring the hands back to the starting position and repeat the circular motion.,1255,3,77,2
4737,Tilt the head slightly to the side while making the circular motion with the hands.,1255,4,27,6
4738,Raise both hands up in front of the chest with palms facing each other.,1256,1,33,2
4739,Lower hands slightly while shaking them as if fanning a flame.,1256,2,69,6
4740,"Open both hands with fingers spread out, representing flames.",1256,3,26,1
4741,"Move hands in a circular motion around the head, symbolizing fire.",1256,4,72,1
4742,"Start with your dominant hand in a fist shape, palm facing down, and your non-dominant hand in a flat shape, palm facing up.",1257,1,35,0
4743,"Make a circular motion with your dominant hand, simulating stirring a pan.",1257,2,85,6
4744,Repeat the circular motion a few times to emphasize the action of cooking or frying.,1257,3,19,1
4745,"End by bringing both hands together, as if closing the pan.",1257,4,69,9
