,sentence,word_index,sentence_index,l1_label,l2_label
2693,Shake head side to side while crossing arms,639,6,9,3
2694,Open arms and hands in a calming gesture,639,7,23,3
2695,"Point to the chest with one hand, palm facing down.",640,1,61,2
2696,"Bring the fingertips of the other hand towards your body, as if touching but stopping before contact is made.",640,2,16,2
2697,Shake your head from side to side while keeping the hand position.,640,3,9,2
2698,Lower both hands down and away from the body.,640,4,2,0
2699,"Start with both hands in fists, palms facing down.",641,1,5,0
2700,Extend both index fingers and shake them side to side rapidly.,641,2,9,4
2701,"Bring both hands together in front of the chest, palms facing each other.",641,3,1,2
2702,Separate the hands and move them outward in a quick motion.,641,4,39,2
2703,"Cross both arms in front of the chest, palm facing down.",642,1,68,0
2704,Shake head from side to side.,642,2,9,0
2705,Make a frowning face.,642,3,60,7
2706,"Open palms and move them away from the body, indicating discomfort.",642,4,2,7
2707,"Use both hands to sign ""NOT"" by moving them from the chest outward with palms facing down.",643,1,86,0
2708,"Use both hands to sign ""ENOUGH"" by wiggling the fingers on each hand while moving them slightly upward.",643,2,86,0
2709,"Combine both signs by signing ""NOT"" followed by ""ENOUGH"" in quick succession.",643,3,13,7
2710,"Place non-dominant hand flat in front of you, palm facing down.",644,1,75,2
2711,"With dominant hand, draw a small horizontal zigzag motion above the non-dominant hand.",644,2,14,8
2712,Shake head from side to side while signing.,644,3,9,5
2713,Start with both hands in a 'Y' shape in front of the chest.,645,1,18,0
2714,"Move both hands outward and apart to the sides, with palms facing down.",645,2,94,2
2715,"Bring both hands back together in front of the chest, crossing the wrists.",645,3,44,3
2716,"Separate the hands again, this time with palms facing up.",645,4,87,13
2717,Finish by bringing the hands together in a clasping motion in front of the chest.,645,5,13,6
2718,Start with open hands facing upwards.,646,1,38,5
2719,"Bring hands together in front of chest, palms facing each other, then spread fingers apart.",646,2,1,5
2720,Turn palms downwards and move hands away from body.,646,3,2,7
2721,Tilt head slightly to the side.,646,4,30,3
2722,"Raise both hands up with palms facing down, then turn palms up.",647,1,34,1
2723,Bring both hands down in a chopping motion.,647,2,36,2
2724,Shake head from side to side while crossing arms in front of chest.,647,3,9,3
2725,Finish with both hands open and pointing down.,647,4,71,4
2726,Start with both hands in a relaxed open position in front of the chest,648,1,72,3
2727,Extend both index fingers and draw them across the chest from left to right,648,2,11,0
2728,"Make a claw shape with both hands and bring them up to head level, palms facing down",648,3,82,1
2729,Open both hands and mimic the action of something soft being squished between your hands,648,4,58,3
2730,"Start with both hands in front of you, palms facing down",649,1,26,5
2731,"Move your hands upward and outward, as if pushing something away from you",649,2,25,5
2732,"Close your hands into fists, then quickly open them with palms facing up",649,3,52,2
2733,"Bring your hands together, palms touching, and then separate them quickly",649,4,65,4
2734,"Finish with both hands in fists, shaking them slightly",649,5,13,0
2735,"Start with both hands in fists with thumbs pointing up, then move hands down and apart to show something decreasing in height",650,1,71,1
2736,"Shake head side to side while keeping hands in downward motion to indicate ""not"" or ""no""",650,2,9,5
2737,"Finish with hands slightly out to the sides, palms facing down to show the concept of height.",650,3,94,2
2738,"Start with both hands open and palms facing down, moving them in a circular motion in front of your body",651,1,33,4
2739,"Bring both hands up to your chest, cross your arms, and shake your head from side to side",651,2,9,2
2740,Open your hands and move them outward in a sweeping motion,651,3,62,4
2741,"Close your hands into fists, bring them to your sides, and shake your head up and down.",651,4,83,3
2742,"Start with both hands in front of the body, palms facing down.",652,1,33,1
2743,"Move both hands outward and upwards, as if rejecting something.",652,2,25,2
2744,"Bring both hands back towards the body in a repeating motion, emphasizing the negation.",652,3,41,6
2745,"Rotate both hands in a circular motion, indicating that something is not coming in.",652,4,89,2
2746,Shake head from side to side with a neutral facial expression.,653,1,78,0
2747,Open both hands with palms facing up and move them downward in a chopping motion.,653,2,42,6
2748,Cross arms over chest with fists closed.,653,3,68,3
2749,Open both hands with palms facing up and move them upward in a lifting motion.,653,4,62,1
2750,Start with the sign for 'negative' by shaking your head side to side and crossing your arms in front of your body.,654,1,54,0
2751,"Then, sign 'hardly' by flicking your index finger off your non-dominant hand.",654,2,70,0
2752,"Shake head from side to side while signing ""NICHT.""",655,1,9,5
2753,"Cross arms in front of body while signing ""KEIN.""",655,2,68,1
2754,"Begin with both hands in a flat, open position in front of the chest.",656,1,72,3
2755,"Move hands outward and slightly downwards, palms facing down.",656,2,46,2
2756,"Bring hands back together in front of the chest, palms facing inwards.",656,3,79,1
2757,Tilt head slightly to the side.,656,4,30,3
2758,Start with palms facing down and hands moving in a chopping motion in front of body,657,1,33,4
2759,Move hands up towards shoulders with palms facing up,657,2,38,1
2760,Shake head from side to side while moving hands outward,657,3,9,5
2761,"Lower hands back down in a chopping motion, palms facing down",657,4,5,7
2762,"Start with both hands open in front of your chest, palms facing down.",658,1,26,2
2763,"Move both hands outwards and downwards, with the palms still facing down.",658,2,46,2
2764,"As the hands move downwards, turn the palms upwards.",658,3,46,1
2765,Finish with both hands forming fists at waist level.,658,4,56,7
2766,Start with hands open and palms facing upwards at chest height.,659,1,27,2
2767,"Bring both hands together and rotate them, palms facing downwards.",659,2,46,5
2768,"Move hands downwards and outwards in a diagonal motion, indicating a decreasing or diminishing action.",659,3,46,3
2769,"Bring hands back together and shake them side to side, emphasizing the negation.",659,4,9,2
2770,End with hands apart and palms facing upwards.,659,5,63,5
2771,"Raise your dominant hand with palm facing down, fingers together, and move it from side to side in front of your chest.",660,1,54,4
2772,Use your non-dominant hand to flick your fingers upward from under your dominant hand.,660,2,70,9
2773,"Bring both hands together with fingers intertwined, palms facing each other, and rotate them in a circular motion.",660,3,1,4
2774,Open both hands with palms facing up and move them away from your body in a sweeping motion.,660,4,2,7
2775,Touch your forehead with the tips of your fingers and move your hand away while keeping your fingers extended.,660,5,24,0
2776,Cross your arms in front of your chest with fists clenched.,660,6,68,2
2777,Nod your head slightly.,660,7,6,4
2778,Shake head side to side with a stern expression,661,1,9,1
2779,Cross arms in front of chest while shaking head,661,2,68,3
2780,Make a disapproving face and raise one hand with palm facing out,661,3,34,2
2781,Shake head and hand back and forth at the same time.,661,4,66,0
2782,Shake head side to side,662,1,9,0
2783,Sign 'NOT' with dominant hand (index finger pointing up) tapping non-dominant hand (palm facing down),662,2,98,6
2784,"Sign 'NIGHT' by flicking dominant hand (all fingers together) upwards in front of face, palm facing inwards",662,3,87,17
2785,Close non-dominant hand (fingers together) in front of chest with palm facing down,662,4,80,4
2786,"Begin with hands in ""not"" position, palms facing down, with index fingers pointing outwards.",663,1,71,4
2787,Rotate the hands so that palms face upwards.,663,2,21,2
2788,Shake the hands slightly to emphasize negation.,663,3,6,2
2789,Bring hands together in a small gesture of uncertainty.,663,4,44,2
2790,Start with palms facing down in front of chest,664,1,18,1
2791,"Move hands outward and downward, crossing wrists",664,2,42,0
2792,"Continue to move hands outward and downward, spreading fingers",664,3,69,0
2793,"Shake head from side to side, indicating negation.",664,4,9,0
2794,"Start with both hands in a fist positioned near the chest, palms facing down.",665,1,57,1
2795,"Move both hands forward and slightly downwards, while shaking the head from side to side.",665,2,9,5
2796,"Open both hands and bring them back towards the chest, palms facing up.",665,3,41,7
2797,Close both hands into fists near the chest.,665,4,52,1
2798,"Start with both hands in front of you, palms facing each other.",666,1,49,2
2799,"Move both hands outwards and slightly upwards, as if pushing something away.",666,2,25,1
2800,"Bring both hands back towards the body, palms facing each other again.",666,3,41,7
2801,Repeat the outward and inward motion one more time.,666,4,3,3
2802,"Begin with both hands in a ""not"" gesture, palms facing down and moving away from the body.",667,1,2,1
2803,"Repeat the ""not"" gesture with both hands, to emphasize the negation.",667,2,3,5
2804,"Transition into the sign for ""only"" by forming the letter 'O' with both hands, palms facing inwards and moving towards each other.",667,3,32,4
2805,"Connect the signs for ""not"" and ""only"" by moving the hands together to show the combination of both meanings.",667,4,86,0
2806,"Begin with both hands in front of the chest, palms facing each other.",668,1,49,4
2807,"Move both hands outward and upward, with palms facing up.",668,2,62,1
2808,Flip both hands over so palms are facing down.,668,3,53,0
2809,"Bring both hands back towards the chest, crossing them in front of each other.",668,4,41,4
2810,"Move both hands apart in opposite directions, as if pushing something away.",668,5,25,1
2811,Repeat the same movement with both hands again.,668,6,88,2
2812,End with both hands open and palms facing down.,668,7,38,3
2813,"Start with both hands in fists in front of your chest, palms facing in.",669,1,18,4
2814,"Open up both hands and bring them out to the sides, with palms facing up.",669,2,94,5
2815,"Bring both hands back together in front of your chest, fists clenched.",669,3,10,3
2816,Shake your head from side to side.,669,4,9,2
2817,"Start with your dominant hand palm facing up, fingers together, at chest level.",670,1,56,4
2818,Move your hand away from your body in a sweeping motion to the side.,670,2,2,2
2819,"Then, with your non-dominant hand, create the sign for NORD by pointing your index finger upward.",670,3,32,0
2820,"Move your dominant hand back towards your body, crossing in front of your non-dominant hand.",670,4,70,1
2821,Finish by shaking your head from side to side to emphasize the negation.,670,5,9,2
2822,"Start with both hands open, palms facing down, at shoulder height.",671,1,27,2
2823,"Bring both hands together in front of chest, with fingers pointing towards each other.",671,2,1,1
2824,"Move hands apart quickly, opening them with fingers spread wide.",671,3,8,4
2825,"Bring hands together again in front of chest, this time with fists closed.",671,4,44,2
2826,Rotate both fists outward as if turning a doorknob.,671,5,85,5
2827,"Open both hands, palms facing up, and move them outward in a sweeping motion.",671,6,62,4
2828,"Start with hands open, palms facing down, then flip hands over so palms face up.",672,1,53,0
2829,"Bring hands together and move them apart quickly, mimicking rain falling.",672,2,90,3
2830,Shake head side to side while crossing arms in front of body.,672,3,9,3
2831,"Open hands and raise them upwards, indicating no rain.",672,4,34,0
2832,"Start with both hands open in front of chest, palms facing each other, then move hands downwards swiftly.",673,1,49,4
2833,"Bring hands together with palms facing out in front of chest, then make a twisting motion with both wrists.",673,2,45,0
2834,"Extend both index fingers outwards and slightly upward, then bring them together in a crossing motion.",673,3,11,4
2835,Tap both index fingers together twice.,673,4,15,2
2836,Start with both hands in a 'X' shape in front of your chest.,674,1,18,0
2837,"Move both hands outwards and upwards, opening up to show the 'not' or 'negative' gesture.",674,2,28,3
2838,Use your dominant hand to make a circular motion on your non-dominant hand to indicate 'region'.,674,3,60,3
2839,Bring both hands back together in front of your chest to complete the sign.,674,4,10,3
2840,Shake head from side to side,675,1,9,0
2841,Cross arms in front of body,675,2,68,1
2842,Shake head again while uncrossing arms,675,3,23,0
2843,Point to the side with both hands as if correcting something.,675,4,22,4
2844,"Hands in front of chest, palms facing down, move hands outward and upward simultaneously.",676,1,62,1
2845,"Rotate hands so palms are facing up, move hands outward and downward simultaneously.",676,2,21,0
2846,Cross arms in front of chest and shake head from side to side.,676,3,9,3
2847,Open hands and move them outward and upward simultaneously.,676,4,62,2
2848,Start with both hands in a flat shape in front of you,677,1,18,0
2849,"Move your hands outward and slightly upward, indicating a positive feeling",677,2,62,2
2850,Shake your head from side to side to show agreement and positivity,677,3,9,2
2851,"Bring your hands back to your chest level, showing satisfaction and approval",677,4,82,5
2852,"Start with both hands open, palms facing down, at chest level",678,1,56,2
2853,"Move both hands outward and downward, with a slight shaking motion",678,2,42,0
2854,Tilt head slightly to the side,678,3,30,3
2855,Relax facial expression and shoulders,678,4,78,2
2856,"Start with both hands in front of you, palms facing up, then turn them over so that palms facing down.",679,1,53,0
2857,Move both hands down and outwards as if pushing something away.,679,2,25,1
2858,Shake head from side to side.,679,3,9,0
2859,Lower hands back to starting position.,679,4,77,3
2860,"Start with both hands in front of your chest, palms facing down, and then push both hands outwards, like pushing something away.",680,1,33,1
2861,"Cross your arms in front of your body, with your right hand on top of your left hand.",680,2,68,2
2862,Shake your head from side to side while keeping your arms crossed.,680,3,9,2
2863,"Uncross your arms and bring your hands up to the sides of your head, palms facing outwards.",680,4,84,1
2864,"Begin with hands open and palms facing down, move hands up to cover the eyes",681,1,38,3
2865,Turn head slightly to the side as if looking away,681,2,85,5
2866,Open hands and move them down and away from the face,681,3,2,0
2867,Shake head from side to side,681,4,9,0
2868,"Bring hands together in front of the chest with fingers touching, palms facing out",681,5,44,6
2869,"Open hands and spread fingers wide, moving hands away from each other.",681,6,2,4
2870,"Start with both hands in a ""L"" handshape at chest level.",682,1,56,1
2871,Move both hands outwards and upwards while shaking them slightly.,682,2,63,5
2872,"Bring both hands back to chest level, palms facing up and fingers wiggling.",682,3,82,4
2873,"Start with both hands in a ""non"" handshape, palms facing down.",683,1,5,2
2874,"Move both hands up and outward, as if pushing away the sun.",683,2,25,1
2875,Shake head from side to side while making a disapproving facial expression.,683,3,78,0
2876,"Lower both hands slowly, emphasizing the negation of the sun.",683,4,87,19
2877,"Point fingers of both hands inwards towards each other, palms facing down",684,1,79,3
2878,"Move both hands apart, maintaining the same hand shape",684,2,87,18
2879,Shake head from side to side,684,3,9,0
2880,Lower hands down while flicking fingers outward.,684,4,87,17
2881,"Start with both hands in fists, palms facing down.",685,1,5,0
2882,"Open both hands and move them away from each other, indicating ""not"".",685,2,2,4
2883,Make a gesture of weak or small by bringing both hands towards your body and lowering them slightly.,685,3,13,4
2884,"Start with hands open and palms facing down, then bring both hands together in front of you.",686,1,26,3
2885,"Separate your hands and move them outwards, palms still facing down.",686,2,65,1
2886,"Cross your arms in front of you, with your left arm on top of your right arm.",686,3,68,2
2887,Twist your wrists so that your palms are now facing up.,686,4,53,3
2888,"Start with both hands in fists, palms facing down, in front of chest",687,1,18,1
2889,"Open both hands with fingers splayed outwards, as if pushing something away",687,2,25,1
2890,"Move both hands outwards in opposite directions, away from the body",687,3,74,2
2891,"Bring hands back together in front of chest, with palms facing down.",687,4,10,2
2892,"Start with hands open, palms facing down, and move them downwards in a straight line in front of the body",688,1,33,2
2893,"Curl fingers in as if holding onto something, then shake hands side to side",688,2,22,4
2894,Open hands with palms facing up and move them upwards in a diagonal motion,688,3,63,2
2895,"Cross arms in front of the body with hands open, palms facing down, then separate them outwards and move them downwards in a diagonal motion",688,4,68,0
2896,"Start with both hands in front of you, palms facing down, fingers spread apart.",689,1,8,3
2897,"Move both hands downwards and slightly to the sides, as if indicating a small amount.",689,2,85,1
2898,"Shake your head from side to side while making a facial expression that conveys the meaning of ""not much.""",689,3,78,0
2899,Finish the sign by bringing your hands back to the starting position.,689,4,13,4
2900,"Begin with both hands open, palms facing down, in front of the chest.",690,1,26,1
2901,"Move both hands downwards and outwards, while shaking the head from side to side.",690,2,9,5
2902,Close both hands into fists and bring them back towards the chest.,690,3,83,4
2903,"Open both hands, palms facing upwards, and move them outwards and upwards.",690,4,63,2
2904,"Start with your dominant hand facing up in front of your chest, palm facing towards you.",691,1,98,6
2905,"Move your hand in a circular motion away from you, indicating ""not.""",691,2,2,2
2906,"Bring your non-dominant hand up to your chin with the palm facing down, fingers slightly apart.",691,3,98,5
2907,"Move both hands in a bouncing motion away from your chin, indicating ""unlikely.""",691,4,2,7
2908,"Start with both hands open, palms facing down, and move them downward while slightly shaking them.",692,1,65,1
2909,"Then bring both hands up to chest level with palms facing inward, and quickly flick the fingers outward.",692,2,82,4
2910,"Finally, shake your head from side to side while signing the word for ""warm"" with a facial expression showing negation.",692,3,78,0
2911,"Start with both hands in a flat, palm-down position, and move them in opposite directions away from each other.",693,1,74,1
2912,"Quickly bring both hands back together in a clasping motion, as if grabbing onto something.",693,2,22,3
2913,Shake both hands vigorously as if trying to break free.,693,3,85,6
2914,Open both hands and shake your head from side to side in a negative motion.,693,4,9,2
2915,"Lastly, bring both hands down to your sides, palms facing down.",693,5,94,4
2916,"Begin with both hands open, palms facing down, and fingers spread out.",694,1,8,1
2917,"Move both hands up and outwards, mimicking the movement of clouds spreading out.",694,2,69,3
2918,"Quickly close both hands into fists, symbolizing the absence of clouds.",694,3,52,1
2919,"Bring both fists down and to the sides, as if pushing away the clouds.",694,4,85,5
2920,"Start with both hands open and palms facing down, move them up and down in front of the body to indicate ""not"".",695,1,33,0
2921,"Bring both hands together in front of the chest, palms facing each other, and then move them apart to the sides to indicate ""to"".",695,2,1,3
2922,"Form a 'W' with both hands, palms facing down, and move them up and down in front of the body to indicate ""warm"".",695,3,33,0
2923,"Add a facial expression of discomfort to emphasize the meaning of ""not too warm.""",695,4,78,0
2924,"Use both hands to fingerspell ""NICHT"" by placing the index and middle fingers of both hands together and moving them downwards in a chopping motion.",696,1,86,4
2925,"Sign ""cl"" by bringing both hands together with fingers pointed and palms facing each other, then moving one hand forward and up in a claw-like motion.",696,2,86,4
2926,"Sign ""KOMMEN"" by bringing both hands together with fingers pointed, then separating them and moving them upwards in a vertical motion.",696,3,86,0
2927,"Start with both hands at chest level, palms facing inwards.",697,1,56,5
2928,Move both hands outwards and upwards in a diagonal direction.,697,2,63,2
2929,"Bring both hands together above the head, palms facing each other.",697,3,1,2
2930,Move both hands downward and outwards in a circular motion.,697,4,42,0
2931,Start with both hands in a flat 'O' handshape in front of the chest.,698,1,18,2
2932,"Move both hands down and outwards, palms facing down.",698,2,5,7
2933,Rotate both hands to face upwards and bring them back towards the chest.,698,3,41,0
2934,Repeat the movement of bringing the hands down and back towards the chest twice.,698,4,88,2
2935,Finish by shaking both hands in a 'no' motion.,698,5,13,6
2936,"Begin with hands in the 'N' handshape on opposite sides of the chest, palms facing in.",699,1,94,1
2937,Extend both hands forward while flipping them so that the palms face down.,699,2,53,1
2938,"Bring both hands back to the chest, crossing them over each other.",699,3,41,2
2939,"Open both hands into 'L' handshapes, palms facing up, and move them away from the body.",699,4,51,0
2940,"Bring both hands back to the chest, crossing them over each other.",699,5,41,2
2941,"Rotate both hands so that the palms face down, keeping them close to the chest.",699,6,21,3
2942,"Extend both hands forward, flipping them so that the palms face up.",699,7,53,1
2943,"Bring both hands back to the chest, crossing them over each other.",699,8,41,2
2944,"Open hand facing down, move wrist up and down twice.",700,1,65,1
2945,"Close hand into a fist, move hand downward diagonally.",700,2,99,2
2946,"Open hand facing palm up, shake head side to side.",700,3,9,2
2947,Shake head side to side with a disappointed expression,701,1,9,1
2948,Cross arms in front of body,701,2,68,1
2949,Hold hands out in a rejecting gesture,701,3,47,3
2950,Shake head again.,701,4,9,5
2951,"Start with both hands held up, palms facing inwards, fingers pointing upwards.",702,1,79,0
2952,"Bring both hands towards your chest and then push them forward, palms facing outwards.",702,2,65,1
2953,Turn both hands so the palms are facing upwards and move them in a circular motion downwards.,702,3,53,2
2954,"Bring both hands back up towards your chest, palms facing inwards.",702,4,79,3
2955,"Finally, open both hands and shake them in a slight back-and-forth motion.",702,5,66,2
2956,Start with both hands in a fist near the chest.,703,1,57,1
2957,Open both hands and move them downwards in a twisting motion.,703,2,45,1
2958,"Bring both hands to the side of the head, palms facing outwards.",703,3,54,2
2959,Move both hands away from the head in a quick motion.,703,4,2,2
2960,Start with both hands open and palms facing down in front of the chest.,704,1,26,1
2961,"Move both hands outwards, crossing them in front of the chest with the right hand on top.",704,2,37,0
2962,"Rotate both hands upwards, palms facing up and fingers pointed towards the ceiling.",704,3,89,3
2963,"Bring both hands back towards the chest, crossing them once more with the left hand on top.",704,4,41,3
2964,"Start with both hands in fists, palms facing down, at chest level.",705,1,56,0
2965,Move both hands forward and slightly downwards simultaneously.,705,2,46,4
2966,"Open both hands into flat palms, with fingers pointing forward.",705,3,50,1
2967,"Cross both arms in front of the body, with the right arm on top of the left arm.",705,4,68,0
2968,"Flip both hands over, so the back of the hands are facing forward.",705,5,53,0
2969,"Bring both hands up and out to the sides, moving in a circular motion.",705,6,94,5
2970,Tilt head slightly to the right while making a questioning facial expression.,705,7,78,0
2971,Start with both hands open in front of you,706,1,26,5
2972,"Bring both hands together and then apart quickly, showing emptiness",706,2,65,6
2973,Shake your head slightly from side to side to emphasize nothing.,706,3,9,0
2974,"Start with both hands in a ""V"" shape, palms facing down",707,1,5,6
2975,"Move hands downwards, closing fingers into fists",707,2,7,0
2976,Tilt head slightly downwards while bringing hands closer to body,707,3,6,2
2977,Close fists tightly and bring hands down to waist level,707,4,52,2
2978,"Open right hand palm facing down, move hand in a circular motion in front of chest.",708,1,29,1
2979,"With left hand open facing inward, tap right palm twice.",708,2,96,2
2980,"Bring both hands together, open palms facing each other, then separate them outward.",708,3,1,7
2981,"Bring both hands to sides of head, palms facing inward, and move hands in a circular motion.",708,4,94,5
2982,Tap right index finger on left palm.,708,5,96,0
2983,Tap left index finger on right palm.,708,6,96,0
2984,Move both hands downward in a straight line.,708,7,42,5
2985,Start with both hands in fists with palms facing down.,709,1,5,0
2986,"Move both hands downwards in a smooth motion, opening the fists as you go.",709,2,46,0
2987,"Flutter fingers downwards, mimicking rain falling.",709,3,90,2
2988,Tilt head slightly downwards to emphasize the concept of precipitation.,709,4,6,3
2989,Start with both hands open and palms facing down at chest level.,710,1,56,2
2990,Move both hands downwards in a descending motion.,710,2,46,3
2991,"As the hands reach waist level, close them into fists with thumbs pointing downwards.",710,3,52,0
2992,Finish with fists at knee level.,710,4,56,7
2993,Fingerspelling N-I-E-S- E-L-R-E-G-E-N,711,1,76,2
2994,Show light rain falling with fingers fluttering downwards,711,2,90,2
2995,Show small raindrops falling with fingertips tapping shoulder and arm,711,3,90,2
2996,Combine both movements to show light rain showers happening continuously.,711,4,28,1
2997,"Using your dominant hand, form the letter 'N' by extending your index finger and middle finger and tucking in the other fingers.",712,1,20,4
2998,Move your hand in a downward arc motion to the right side of your body.,712,2,54,0
2999,"Using your non-dominant hand, form the letter 'N' right below the first 'N' sign.",712,3,76,0
3000,Connect the two 'N' signs together by moving both hands in a horizontal zigzag motion.,712,4,86,4
3001,"Start with both hands open, palms facing down, in front of the chest.",713,1,26,1
3002,"Move both hands outwards towards the sides, keeping the palms facing down.",713,2,94,3
3003,"Bring both hands back towards each other in a fluid motion, almost like a clapping motion.",713,3,55,0
3004,"Repeat the movement a couple of times to emphasize the meaning of ""noch.""",713,4,88,1
3005,Start with both hands in a closed fist in front of the chest.,714,1,17,0
3006,Open both hands and move them outward and upward in a diagonal motion.,714,2,62,4
3007,Turn both hands into fists again and bring them back to the starting position.,714,3,77,0
3008,"Repeat the same motion of opening and closing the fists, but this time move the hands even further outward and upward.",714,4,3,5
3009,"Start with both hands open, palms facing down, and move them in a chopping motion towards each other, crossing at the wrists.",715,1,49,6
3010,Quickly rotate both hands so the palms are facing upward.,715,2,21,2
3011,Extend both index fingers and move them in a zig-zag motion towards the right.,715,3,11,0
3012,"Close both hands into fists and bring them towards the body, indicating negation or 'not'.",715,4,83,0
3013,"Start with both hands open in front of you, palms facing up, and move them in a circular motion towards each other.",716,1,49,2
3014,"Bring both hands together in front of your chest, then move them outwards to the sides while closing the fingers into a fist.",716,2,7,1
3015,"Bring both fists back together in front of your chest, then open them up and move them outward in a diagonal motion.",716,3,65,5
3016,"Close both hands into fists and bring them back towards your chest, then quickly move them outwards and upwards to the side.",716,4,83,0
3017,Raise your dominant hand in a '5' handshape to your non-dominant shoulder.,717,1,70,4
3018,Bring your dominant hand down and then up again in a repeated motion.,717,2,84,3
3019,Extend your dominant hand and arm outwards while nodding your head slightly.,717,3,6,5
3020,Repeat the motion of bringing your hand down and then up again.,717,4,3,5
3021,Point index finger of dominant hand towards the north direction,718,1,64,2
3022,Rotate hand in a circular motion towards the left side,718,2,89,0
3023,Bring hand back to starting position,718,3,77,5
3024,"Start with hands in a 'N' handshape, palms facing inwards",719,1,79,0
3025,"Move both hands diagonally upwards and to the right, as if pointing towards the northeast direction",719,2,85,4
3026,"As the hands move, bring the head slightly forward and tilt it towards the direction indicated by the hands",719,3,6,8
3027,"Start with both hands making a flat, parallel shape in front of you, palms facing down.",720,1,33,1
3028,Move your hands in a diagonal upward motion to the right while wiggling your fingers.,720,2,24,0
3029,"Bring your hands together in front of you, palms facing each other, and twist them in a circular motion.",720,3,1,4
3030,"Finish by moving your hands in a downward motion to the left, as if tracing a path.",720,4,13,4
3031,Point index finger of dominant hand toward the north,721,1,64,2
3032,Move index finger in a circular motion to represent the earth's pole,721,2,29,10
3033,Repeat the circular motion a few times,721,3,97,0
3034,Position hand to the side to indicate the location of the North Pole,721,4,59,3
3035,Point to the north with your index finger while looking in that direction,722,1,64,1
3036,"Bring both hands together in front of your chest, palms facing each other, and then open them outward towards the north",722,2,1,7
3037,Move your hands in a circular motion while keeping your index fingers pointed in the north direction,722,3,29,10
3038,"Bring your hands back together in front of your chest, palms facing each other.",722,4,1,10
3039,"Start with both hands in a ""N"" handshape, palms facing outwards, and bring them together in front of your chest.",723,1,18,5
3040,"Separate the hands and move them to the sides, then curve them downwards as if outlining the shape of the region.",723,2,94,6
3041,Bring both hands back to the center and rotate your hands in a clockwise motion to represent the region of NORDRHEIN.,723,3,89,1
3042,"Finish by ending in a flat ""R"" handshape, palm facing down, to emphasize the 'R' in NORDRHEIN.",723,4,13,0
3043,Point to the north,724,1,61,1
3044,Trace the outline of a map with your index finger,724,2,20,7
3045,Make a 'W' shape with your dominant hand,724,3,60,7
3046,Trace a line with your non-dominant hand from west to east,724,4,70,3
3047,Cross your arms in an X shape,724,5,68,2
3048,Spell out the letters N-O-R-D-R-H-E-I-N W-E-S-T-F-A-L-E-N,724,6,87,11
3049,Point index fingers outwards diagonally from body towards the left.,725,1,61,0
3050,Bring fingers together then apart while moving them in a wave motion.,725,2,86,1
3051,Rotate hands in a circular motion while moving them upwards.,725,3,89,4
3052,Point index fingers outwards diagonally from body towards the right.,725,4,61,0
3053,"Begin with the right hand formed into a fist with the index finger pointing up, positioned at the chest level.",726,1,20,3
3054,"Move the hand diagonally to the left and upwards towards the left shoulder, keeping the index finger pointing upwards.",726,2,81,0
3055,"Simultaneously, use the left hand to mimic the shape of a compass with fingers spread out, pointing in the same direction as the right hand.",726,3,58,0
3056,"Bring both hands together in front of the chest, with the left hand on top of the right hand.",726,4,37,0
3057,"Start with both hands in a fists with thumbs extended, pointing forward at chest level",727,1,56,0
3058,"Move hands in a circling motion away from the body, keeping thumbs extended",727,2,2,2
3059,"Bring hands back toward the body, crossing them in front of the chest",727,3,44,0
3060,Extend both index fingers and point them diagonally upward to the left,727,4,11,0
3061,Move index fingers in a semicircle motion from left to right while lowering hands,727,5,81,3
3062,"Bring hands together at chest level, fingers interlocking",727,6,56,4
3063,"Extend hands outward in a diagonal motion to the right, palms facing down",727,7,81,3
3064,Move hands in a circular motion as if creating a space or room to the right,727,8,93,0
3065,"Place both hands in front of the chest, palms facing down, and move them outward in a smooth motion.",728,1,33,5
3066,Continue moving both hands outward until they are fully extended at shoulder width.,728,2,86,3
3067,Bring both hands back to the starting position at the chest.,728,3,77,4
3068,"Repeat the movement of extending the hands outward, emphasizing a regular and symmetrical motion.",728,4,88,0
3069,Finish by bringing both hands back to the chest in a steady motion.,728,5,13,1
3070,"Start with both hands in an open B handshape, palms facing down, and move them in a circular motion in front of the chest.",729,1,18,5
3071,"Bring both hands up and outwards, as if pointing towards the direction of Norway.",729,2,85,1
3072,"Tilt your head slightly to the side, as if listening for a response from someone.",729,3,30,7
3073,"Finish with both hands clasping together in a praying motion, symbolizing unity and peace.",729,4,87,3
3074,"Start with both hands in fists, facing each other, and move them down in a slow, smooth motion.",730,1,49,6
3075,"Open both hands and spread apart, keeping fingers straight.",730,2,8,2
3076,Bring both hands together at chest level and tilt them slightly to the right.,730,3,82,6
3077,"Shake both hands, keeping fingers spread, to represent falling leaves.",730,4,90,0
3078,"Move both hands in a circular motion in front of the chest, representing the chilly weather.",730,5,29,0
3079,"Finish by bringing both hands together in front of the chest, palms facing down.",730,6,13,6
3080,"Start with your dominant hand in a fist shape, with your thumb pointing up. Bring your hand down and to the right, forming the letter 'N' in the air.",731,1,67,0
3081,"With your non-dominant hand, form a fist and place it in front of your body. With your dominant hand, extend your index finger and draw a small circle in the air, representing the letter 'R'.",731,2,70,1
3082,"With your dominant hand, form a 'W' shape by crossing your thumb and index finger. Move your hand in a slight wave motion to resemble the letter 'W'.",731,3,70,1
3083,Start with both hands in a fist in front of your chest.,732,1,18,6
3084,Open both hands and move them downwards to your waist.,732,2,46,6
