,sentence,word_index,sentence_index,l1_label,l2_label
2366,Open hands and flick fingers outwards while moving hands away from the body.,536,5,71,2
2367,Bring hands back together in front of the chest with fingers pointing upwards.,536,6,49,8
2368,Finish with a slight head tilt to the side.,536,7,86,4
2369,"Start with both hands in a closed fist, palms facing each other.",537,1,10,4
2370,Move hands towards each other in a cutting motion.,537,2,28,3
2371,Open hands and extend fingers outward.,537,3,56,2
2372,Bring hands back together in a cutting motion.,537,4,49,5
2373,"Extend dominant hand fingers pointing outward, non-dominant hand flat.",538,1,3,7
2374,Move dominant hand in a sweeping motion from left to right in front of the body.,538,2,58,0
2375,Repeat the sweeping motion with the dominant hand moving from right to left.,538,3,58,2
2376,"Bring both hands together in front of the body, forming a circle.",538,4,85,2
2377,"Start with both hands held horizontally in front of chest, palms facing down.",539,1,14,6
2378,"Slowly move hands outward and downward, while slightly tilting head to the side.",539,2,25,0
2379,"Bring hands back to center, with fingers slightly curled.",539,3,4,6
2380,End with a gentle touch to the chest with one hand.,539,4,88,17
2381,"Start with both hands in fists, palms facing down.",540,1,14,0
2382,Move both hands upwards and open them into flat palms facing up.,540,2,41,0
2383,"Bring both hands together in front of you, palms facing each other.",540,3,40,2
2384,Separate both hands and move them outwards while keeping palms facing up.,540,4,72,1
2385,Close both hands into fists again and bring them down to your sides.,540,5,1,2
2386,"Extend both hands in front of the body, palms facing down, and move the right hand downwards towards the left hand.",541,1,69,7
2387,Make a downward motion with the index finger of the right hand as if subtracting.,541,2,11,3
2388,Close both hands into fists at chest level.,541,3,1,1
2389,"Hold one hand flat, palm facing up, about chest height.",542,1,83,4
2390,Bring the other hand down towards the first hand in a swirling motion.,542,2,88,2
2391,"Continue the swirling motion while moving both hands towards each other, then apart again.",542,3,94,4
2392,Finish by bringing both hands together in front of the chest.,542,4,59,3
2393,Start with your dominant hand in a loose fist in front of your chest,543,1,98,4
2394,"Bring your non-dominant hand to your dominant hand, palm facing down",543,2,98,5
2395,Slide your non-dominant hand along your dominant hand,543,3,98,6
2396,Open both hands and move them away from your body at the same time,543,4,71,6
2397,"Place dominant hand flat over non-dominant hand, palm facing down.",544,1,3,1
2398,"Move dominant hand forward and slightly up, while keeping non-dominant hand stationary.",544,2,3,9
2399,Rotate dominant hand slightly as if grasping something.,544,3,52,0
2400,"Bring dominant hand back to starting position, maintaining same shape and position.",544,4,16,0
2401,Open non-dominant hand palm-up in receiving motion towards dominant hand.,544,5,3,0
2402,Close non-dominant hand into a fist as if grasping something received.,544,6,52,0
2403,Bring non-dominant fist towards body in a pulling motion.,544,7,77,0
2404,"Separate hands, dropping non-dominant hand down and bringing dominant hand back to starting position.",544,8,3,9
2405,"Handshape: Open five handshapes, one hand moves forward while the other hand moves backward.",545,1,88,2
2406,Both hands move towards the body in a circular motion.,545,2,47,5
2407,Both hands move upward and outward as if grabbing something.,545,3,22,2
2408,Both hands bring the imaginary object towards the body.,545,4,77,3
2409,Both hands move forward as if presenting the object.,545,5,22,4
2410,"Start with hands in front of chest, palms facing each other",546,1,2,3
2411,"Move hands outwards and upwards, opening palms towards the recipient",546,2,73,4
2412,"Bring hands back together in front of chest, palms facing each other again",546,3,40,3
2413,Repeat the outward and inward motion to indicate sharing or communication,546,4,55,8
2414,End with hands open towards recipient as if offering information.,546,5,52,5
2415,Point to oneself with one hand.,547,1,79,1
2416,Extend the other hand out as if grabbing something.,547,2,52,7
2417,Bring the hand back towards the body.,547,3,77,1
2418,Close both hands into fists and bring them back towards the body.,547,4,1,6
2419,Start with both hands in fists at the sides of the head.,548,1,50,7
2420,Move both hands outward and downward in a semi-circle motion.,548,2,25,2
2421,Open both hands with palms facing down as they move towards the chest.,548,3,60,0
2422,"Bring both hands together in front of the body, palms facing inwards.",548,4,74,0
2423,Finish with both hands coming together in a clap motion at chest level.,548,5,70,0
2424,Place both hands in front of the chest with palms facing each other.,549,1,2,0
2425,Move both hands apart slightly.,549,2,8,1
2426,Bring both hands back together in front of the chest.,549,3,49,8
2427,Repeat the movement of separating and coming back together.,549,4,55,1
2428,"Start with both hands in a flat, palm-down position at chest level.",550,1,7,3
2429,Move both hands outward in a spreading motion while slightly leaning forward.,550,2,44,1
2430,"Bring both hands back to chest level, palms facing each other.",550,3,4,4
2431,Open both hands and move them forward in a pushing motion.,550,4,84,3
2432,Close both hands into fists and bring them back to chest level.,550,5,1,1
2433,Open both hands again and move them outward in a spreading motion.,550,6,44,1
2434,"Close both hands into fists and bring them back to chest level, repeating the motion.",550,7,1,1
2435,"Both hands start with palms facing each other, then move outward and upward in a diagonal motion.",551,1,82,2
2436,Right hand makes a 'W' shape and moves downward in front of the body.,551,2,18,4
2437,Left hand makes a 'M' shape and moves downward in front of the body.,551,3,25,6
2438,"Both hands come together at chest level to form a 'M' shape, then separate and move outward in opposite diagonal directions.",551,4,23,1
2439,Both hands start at chest level with palms facing each other.,552,1,76,3
2440,Hands move outward and slightly downward in a pulling motion.,552,2,25,2
2441,Head tilts slightly forward as hands continue pulling motion.,552,3,9,3
2442,Hands come together in front of chest as if pulling an invisible rope.,552,4,52,4
2443,"Both hands form the letter 'M' by closing all fingers except the thumb, with palms facing outward.",553,1,39,2
2444,"Both hands move downwards in a quick and smooth motion, slightly apart from each other.",553,2,87,2
2445,"Both hands then form the letter 'M' again, this time with palms facing inward.",553,3,39,2
2446,"Both hands move upwards in a quick and smooth motion, mirroring the previous downward movement.",553,4,87,2
2447,"Form a ""C"" shape with your dominant hand and place it on your non-dominant shoulder.",554,1,98,1
2448,Rotate your hand in a clockwise motion.,554,2,63,0
2449,"Bring your hand down to your chest, still in the ""C"" shape.",554,3,21,5
2450,Open your hand into a flat palm facing upwards.,554,4,41,0
2451,Tilt your head slightly to the side while keeping your hand in place.,554,5,86,1
2452,"Start with hands in a flat position, palms facing down.",555,1,7,2
2453,"Bring hands together in front of chest, fingers pointing towards each other.",555,2,40,5
2454,"Rotate hands inward, palms now facing up.",555,3,81,1
2455,"Separate hands and move them away from body, fingers still pointing towards each other.",555,4,71,2
2456,"Raise both hands in front of chest, palms facing each other.",556,1,2,0
2457,"Open and close both hands while moving them apart, then bring them back together.",556,2,94,1
2458,Bring both hands to the side of the head and flick fingers outwards.,556,3,75,1
2459,"Extend both hands outwards, palms facing up, as if presenting an option.",556,4,22,10
2460,Bring hands back to chest level and tap fingertips together to signify possibility.,556,5,4,6
2461,"Hand open, fingers together, thumb touching chin",557,1,33,1
2462,Hand moves forward and slightly up in a small arc,557,2,57,2
2463,"Hand makes a quick downward motion, palm facing down",557,3,87,0
2464,"Hand makes a small circular motion in front of chest, palm facing up.",557,4,57,1
2465,Point to the wrist with the index finger of the dominant hand.,558,1,11,1
2466,Move the hand upwards in a circular motion.,558,2,47,5
2467,Extend the index finger of the non-dominant hand and tap it against the wrist of the dominant hand.,558,3,3,6
2468,Bring both hands together in a clapping motion.,558,4,67,1
2469,Hand shapes form a circle above the head to represent the moon.,559,1,88,12
2470,Move the circle in a clockwise motion to show the moon moving across the sky.,559,2,63,1
2471,Tilt the head slightly upward to indicate the position of the moon above.,559,3,15,5
2472,Lower the hand circle to the side to signify the moon setting.,559,4,18,1
2473,"Start with hands open, palms facing down, in front of chest.",560,1,14,1
2474,"Move both hands downward in a circular motion, rotating at the wrist.",560,2,47,0
2475,"Bring hands together in front of chest, palms facing each other.",560,3,40,2
2476,"Open and close hands, as if grasping something.",560,4,52,0
2477,"Hand moves from chest to above head, fingers slightly extended.",561,1,19,0
2478,Hand rotates in a clockwise motion at head level.,561,2,63,0
2479,Head tilts slightly back with eyes looking upward.,561,3,9,4
2480,Hand moves down to chest level with a slight nod of the head.,561,4,27,1
2481,"Place hands together in front of chest, palms facing inward.",562,1,81,2
2482,"Extend arms forward and slightly upward, as if indicating the morning.",562,2,22,2
2483,"Move hands in a circular motion towards each other, depicting early or dawn.",562,3,47,5
2484,Bring hands back together in front of chest to complete the sign.,562,4,80,2
2485,"Start with hands forming a semi-circle in front of the chest, palms facing down.",563,1,14,1
2486,Rotate the hands outward and upward while moving them towards the right side of the body.,563,2,18,2
2487,Bring the hands together in a clapping motion in front of the chest.,563,3,67,2
2488,"Move the hands diagonally upward and to the left, while fluttering the fingers.",563,4,82,0
2489,"Make a 'M' handshape with your dominant hand and start from the top of your head, bring it down to your chest.",564,1,21,3
2490,Make a 'U' handshape with both hands and move them in a circular motion in front of your chest.,564,2,97,1
2491,Make an 'N' handshape with your dominant hand and move it in a zigzag motion from your nose to your chin.,564,3,21,3
2492,Make a 'CH' handshape with your non-dominant hand and place it near your shoulder while flicking your index finger upwards.,564,4,98,1
2493,"Fingerspell ""M-U-E-N-S-T-E-R""",565,1,88,3
2494,Bring both hands up to each side of the head with palms facing inwards,565,2,74,1
2495,"Move both hands down, crossing them in front of the face",565,3,37,4
2496,"Open hands and move them outwards, as if forming a cityscape with the fingers",565,4,22,10
2497,Shake hands slightly for emphasis,565,5,64,0
2498,Point index finger outward from center of body.,566,1,79,2
2499,Move hand in circular motion towards body.,566,2,47,5
2500,"Rotate hand so palm faces up, fingers pointing towards body.",566,3,66,2
2501,Make a grasping motion with fingers towards body.,566,4,77,4
2502,Open palm facing up at chest level.,567,1,70,3
2503,"Move hand up to mouth, opening and closing fingers.",567,2,88,10
2504,Bring hand back down to chest level with closed fist.,567,3,10,5
2505,Repeat movements for emphasis.,567,4,64,1
2506,"Start with hands in 'N' handshape, palms facing up.",568,1,14,4
2507,Move hands forward and downward in a straight line.,568,2,62,0
2508,Bring hands together at the end of the movement.,568,3,70,5
2509,Head nods slightly forward to emphasize the action.,568,4,38,1
2510,Start with hands facing forward and move them towards the body.,569,1,77,7
2511,Cross hands over chest in a downward motion.,569,2,61,2
2512,Separate hands and move them towards the sides of the body.,569,3,72,0
2513,Bring hands together at waist level in a clasping motion.,569,4,31,1
2514,Pointing towards the north with the index finger of the dominant hand,570,1,11,1
2515,Bringing the non-dominant hand up to join the dominant hand in pointing towards the north,570,2,3,2
2516,Moving both hands in a northward direction simultaneously,570,3,20,2
2517,Ending the motion with both hands pointing towards the north,570,4,66,0
2518,"Raise both hands with fingers extended, palms facing down, and bring them together in front of the chest.",571,1,48,2
2519,"Separate the hands and move them in a circular motion, mimicking the movement of the sun across the sky.",571,2,72,4
2520,"Bring the hands back together in front of the chest, with fingers extended and palms facing down.",571,3,49,1
2521,"Move the hands downward in a sweeping motion, representing the descent of the sun in the afternoon.",571,4,25,1
2522,"Finally, bring both hands together in front of the chest, with fingers interlaced, to symbolize the end of the afternoon.",571,5,49,1
2523,"Arms crossed in front of body, representing the darkness of night.",572,1,88,1
2524,"Hands forming a closed fist moving downward, symbolizing the setting of the sun.",572,2,85,2
2525,"Index fingers pointing upward, indicating the stars coming out at night.",572,3,66,0
2526,"Hands closing into fists and moving close to body, showing the quietness and stillness of the night.",572,4,1,6
2527,"Start with both hands in a flat shape, palms facing down.",573,1,7,2
2528,"Move both hands forward in a circular motion, rotating the wrists.",573,2,47,8
2529,"Bring both hands together in front of the chest, fingertips touching.",573,3,36,2
2530,"Extend both hands outward and slightly downward, palms facing outwards.",573,4,25,5
2531,Tilt head slightly to the side while keeping eye contact forward.,573,5,86,1
2532,Point to the left with your index finger to indicate next,574,1,79,1
2533,Make a circular motion with your hand to represent a week,574,2,47,7
2534,Bring your hands together to show the concept of next week.,574,3,88,5
2535,Start with hands outstretched in front of chest,575,1,14,1
2536,"Bring hands closer to chest, fingers pointing towards each other",575,2,66,1
2537,Move hands towards each other in a circular motion,575,3,28,3
2538,"Bring hands together in front of chest, palms facing each other",575,4,40,2
2539,"Extend right hand with palm facing toward body, fingers slightly apart",576,1,6,4
2540,Bring right hand closer to body in a swift motion,576,2,58,0
2541,Repeat movement with left hand,576,3,55,7
2542,Bring left hand closer to body in a swift motion,576,4,58,0
2543,Bring the index finger of one hand to touch the tip of your nose.,577,1,11,3
2544,Move the hand away from your nose slightly.,577,2,71,1
2545,Bring the hand back to touch the tip of your nose again.,577,3,88,16
2546,Repeat this action multiple times to emphasize the movement.,577,4,68,1
2547,"Hands start at chest level with fingers together, palms facing down.",578,1,76,2
2548,"Hands move downwards in a fluid motion, mimicking water falling from the sky.",578,2,51,2
2549,"Hands finish at waist level, fingers spread apart to signify wetness.",578,3,31,0
2550,Head tilts slightly downwards to emphasize the concept of wetness.,578,4,9,1
2551,"Begin with both hands open and palms facing downwards, representing the ground.",579,1,29,3
2552,"Bring both hands up and outward, mimicking the growth of plants and trees.",579,2,56,8
2553,"Extend both hands outwards in a sweeping motion, symbolizing the vastness of nature.",579,3,13,4
2554,"Finish by bringing both hands together and then apart, indicating the cycle of life and energy in nature.",579,4,59,3
2555,Hands fingerspelling 'N',580,1,34,2
2556,Hands fingerspelling 'E',580,2,34,2
2557,Hands fingerspelling 'B',580,3,34,2
2558,Hands fingerspelling 'E',580,4,34,2
2559,Hands mimicking fog rolling in with fingers,580,5,88,19
2560,Head slightly tilted to the side,580,6,86,9
2561,Hands flicking fingers up to show dissipating fog.,580,7,88,7
2562,Start with both hands in a relaxed position at chest level,581,1,76,5
2563,Move both hands horizontally to the right side of the body,581,2,18,2
2564,Bring both hands together to the right side of the head,581,3,18,2
2565,Extend the right index finger forward to indicate next to or beside,581,4,11,3
2566,Return hands to starting position at chest level,581,5,16,1
2567,Shake head side to side with palms facing forward.,582,1,17,3
2568,Cross arms in front of chest with closed fists.,582,2,26,3
2569,Extend arms outwards with palms facing down.,582,3,96,1
2570,"Start with both hands open, palms facing down.",583,1,14,5
2571,Move both hands upwards simultaneously in a quick motion.,583,2,87,2
2572,Close both hands into fists at shoulder height.,583,3,91,0
2573,"Open both hands again, palms facing upwards.",583,4,41,0
2574,"Bring hands in towards the body, then outwards in a circular motion.",583,5,77,0
2575,"Finish with hands back at shoulder height, palms facing upwards.",583,6,91,0
2576,"Start with both hands in fists, palms facing down.",584,1,14,0
2577,Extend both index fingers and thumbs.,584,2,56,4
2578,Hold the gesture briefly.,584,3,88,15
2579,Lower both hands back to the starting position with fists.,584,4,53,6
2580,"Begin with both hands in fists, palms facing downwards.",585,1,29,2
2581,Extend both index fingers and move them in a circular motion from left to right in front of your chest.,585,2,97,2
2582,"Move both hands downwards in a diagonal motion, ending with palms facing downwards.",585,3,51,4
2583,"Bring both hands back up to chest level, palms facing upwards.",585,4,4,0
2584,Open both hands and extend fingers outwards.,585,5,56,2
2585,Move both hands outwards and downwards in a sweeping motion.,585,6,13,4
2586,Close both hands into fists and bring them back to chest level.,585,7,1,1
2587,"Raise both hands with fingers extended, palms facing inward",586,1,48,0
2588,"Bring hands together in front of chest, then separate them outward",586,2,94,2
2589,Rotate hands so palms face upward,586,3,99,0
2590,"Bring hands back together in front of chest, then tilt head slightly to the right.",586,4,15,1
2591,Start with both hands open and palms facing down.,587,1,14,5
2592,Bring both hands together in front of your chest and slightly tilt them upwards.,587,2,49,2
2593,Separate your hands and quickly move them to the sides in a curved motion.,587,3,72,4
2594,Bring both hands back together and hold up nine fingers on one hand and one finger on the other hand to represent nineteen.,587,4,88,2
2595,Start with both hands in fists near your shoulders.,588,1,14,7
2596,Extend your right hand out and diagonally down to the right side.,588,2,18,6
2597,"Bring your left hand up from your left shoulder and cross it over your right hand, forming a '19' shape.",588,3,21,1
2598,"Move both hands in a circular motion to the left side, emphasizing the '19' shape.",588,4,47,8
2599,"Start with both hands in a closed fist, palms facing upwards, and raise them vertically in front of your body.",589,1,10,6
2600,"Bring both hands down, crossing them in front of your chest.",589,2,37,4
2601,"With your index fingers extended, tap your left index finger against your right index finger twice.",589,3,89,2
2602,Extend both hands out in front of you with your palms facing upwards.,589,4,65,0
2603,"Close both hands into fists and bring them towards your body, ending with your hands near your chest.",589,5,21,2
2604,Open hand with palm facing up.,590,1,83,3
2605,Move hand down and slightly to the side.,590,2,18,6
2606,Close hand into a fist.,590,3,92,0
2607,Shake fist back and forth in front of chest.,590,4,78,0
2608,Open hand and move it away from body.,590,5,71,6
2609,Nod head while maintaining open hand position.,590,6,27,2
2610,"Start with hands in front of chest, palms facing down.",591,1,14,1
2611,"Move hands outward and upward, as if pushing something away.",591,2,22,1
2612,"Bring hands back to chest, palms facing up.",591,3,4,8
2613,"Extend arms forward, crossing wrists in front of body.",591,4,37,0
2614,"Rotate hands outward, palms facing forward.",591,5,84,4
2615,"Move hands outward and downward, as if dropping something.",591,6,22,2
2616,"Hands in front of chest, palms facing down, push downwards.",592,1,51,1
2617,Shake head from side to side while scrunching eyebrows.,592,2,17,2
2618,Drop hands to sides.,592,3,50,3
2619,"Start with both hands raised, palms facing down.",593,1,14,5
2620,Lower both hands simultaneously in a downward motion.,593,2,20,1
2621,"Bring hands to waist level, palms still facing down.",593,3,31,0
2622,"Finish with hands at waist level, palms facing down.",593,4,31,2
2623,"Start with both hands flat, palms facing each other and fingers spread apart",594,1,46,1
2624,"Bring both hands together, crossing one over the other, with fingers slightly bent",594,2,37,3
2625,Extend the fingers of one hand while keeping the other hand flat,594,3,88,2
2626,Migrate the extended hand down the body in a diagonal motion,594,4,88,21
2627,"Finish by tapping the extended hand on the opposite shoulder, with fingers still extended and slightly bent.",594,5,88,12
2628,"Begin with hands at chest level, fingers spread out and palms facing downwards.",595,1,93,2
2629,"Move both hands downwards in a smooth, flowing motion.",595,2,95,0
2630,Continue moving hands downwards until they reach waist level.,595,3,45,1
2631,"As hands reach waist level, close fingers into fists and bring hands together in front of the body.",595,4,1,5
2632,"Hold fists together for a moment to signify ""ground"" or ""low"".",595,5,30,2
2633,Release fists and lower hands back to starting position at chest level.,595,6,53,5
2634,"Begin with hands in a closed fist, palms facing downwards.",596,1,10,3
2635,Lower both hands simultaneously while keeping fists closed.,596,2,20,3
2636,Lower hands further towards the ground to indicate low height.,596,3,88,24
2637,Open hands slightly as if showing a small amount.,596,4,52,1
2638,Bring hands back up slightly as if indicating a low level.,596,5,22,2
2639,"Finish with hands at chest height, palms facing downwards.",596,6,91,0
2640,Extend both hands with fingers slightly apart and bring them down in a gentle fluttering motion.,597,1,95,1
2641,Tilt head slightly to the side while continuing the fluttering motion with hands.,597,2,86,2
2642,"Make small, scattered movements with fingers in a downward direction.",597,3,57,1
2643,Finish with a small shake of the head while keeping hand movements fluid.,597,4,57,1
2644,"Hands open, palms facing down, move towards each other and then apart.",598,1,28,4
2645,Head slightly tilts to the side as hands repeat the moving gesture.,598,2,9,0
2646,"Hands come together in front of the chest, fingers pointing up, then move apart diagonally.",598,3,66,5
2647,Head nods slightly as hands finish the gesture in a downward motion.,598,4,38,1
2648,"Move both hands in a circular motion in front of the body, palms facing downwards.",599,1,5,2
2649,Open both hands with fingers spread wide while moving them upwards.,599,2,46,0
2650,Bring both hands back down to chest level with palms facing upwards.,599,3,4,0
2651,Rotate both hands in a circle in opposite directions.,599,4,23,4
2652,"Start with both hands in front of your chest, palms facing inwards.",600,1,74,0
2653,"Move both hands in a downward arc, crossing at the wrists.",600,2,37,2
2654,"Separate the hands and move them outward, as if indicating 'not yet'.",600,3,72,2
2655,"Begin with both hands open and palms facing up, lift them up and bring them close to your chest.",601,1,60,0
2656,"Then, rotate your hands in a circular motion while moving them away from your body.",601,2,71,4
2657,"As you do this, tilt your head slightly to the side.",601,3,86,6
2658,"Finally, bring your hands back to your chest in a repeated motion, emphasizing the repetition of the sign.",601,4,80,1
2659,Extend both hands in front of the body with palms facing down.,602,1,69,0
2660,"Move both hands upwards towards the head, keeping palms facing downwards.",602,2,51,1
2661,Tilt head slightly upwards as hands reach towards the top.,602,3,15,8
2662,"Bring hands back down in front of the body, mimicking the motion of pointing towards the North.",602,4,77,8
2663,Begin with both hands in fists at chest level.,603,1,93,1
2664,"Move both hands diagonally upwards and to the right, crossing in front of the body.",603,2,37,0
2665,Open both hands and extend fingers to point towards the northeast direction.,603,3,56,0
2666,Lean head slightly in the direction of the hands.,603,4,88,6
2667,"Start with hands in a flat position, palms facing down",604,1,7,2
2668,"Move hands upwards and slightly to the left, as if indicating a direction",604,2,22,0
2669,"Circle hands in a clockwise motion, representing the pole",604,3,63,1
2670,Bring hands back down to starting position,604,4,53,0
2671,"End with hands in flat position, palms facing down",604,5,7,2
2672,"Start with the dominant hand in a 'N' handshape, palm facing inward, and the non-dominant hand near the chest.",605,1,3,7
2673,"Move the dominant hand in a circular motion upwards, then to the right, and finally downwards towards the non-dominant hand.",605,2,3,0
2674,"Bring the dominant hand back to the starting position, then move it in a diagonal line from the top left to the bottom right.",605,3,12,2
2675,"Finish by bringing the dominant hand back to the chest, palm facing inward.",605,4,59,1
2676,"Start with both hands in a 'N' handshape, palms facing inwards.",606,1,74,0
2677,"Extend both arms outward to the sides, keeping the 'N' handshapes.",606,2,50,2
2678,"Bring both hands together in front of chest, changing the 'N' handshapes into 'W' handshapes.",606,3,49,8
2679,"Twist both wrists outward, bending the fingers slightly for the 'W' handshapes.",606,4,56,7
2680,"Move both hands to the left, transitioning into an 'R' handshape.",606,5,88,4
2681,"Flip both hands over, palms facing down, maintaining the 'R' handshapes.",606,6,88,7
2682,"Move both hands downwards in a diagonal motion, ending with both hands in 'W' handshapes.",606,7,51,4
2683,"Separate both hands apart, transitioning back into 'N' handshapes.",606,8,72,3
2684,"Finish by moving both hands outward and slightly upwards, while maintaining the 'N' handshapes.",606,9,59,4
2685,"Extend both hands forward, palms facing down, and move them away from each other in a sweeping motion.",607,1,71,1
2686,Tilt your head slightly to the left while continuing to move your hands apart.,607,2,15,2
2687,"Bring both hands back together in front of you, palms facing down, and repeat the sweeping motion.",607,3,65,4
2688,Tilt your head slightly to the right while moving your hands apart again.,607,4,15,2
2689,"Start with both hands in fists, palms facing downward.",608,1,14,0
2690,Extend both arms diagonally upwards to the left.,608,2,96,2
2691,Rotate both hands so that the palms face forward.,608,3,99,0
2692,Bring both hands to the center of the body.,608,4,77,8
2693,"Move both hands horizontally to the right, crossing over each other.",608,5,37,1
2694,Extend both arms diagonally downwards to the right.,608,6,96,2
2695,"Hands flat, palms facing down, move from chest level outwards in a horizontal motion.",609,1,7,3
2696,Head nods slightly in agreement with the movement of the hands.,609,2,38,1
2697,Hands return to starting position at chest level.,609,3,16,1
2698,Repeat the horizontal motion with a neutral facial expression.,609,4,43,2
2699,"Place left hand flat, palm up, slightly in front of chest.",610,1,83,5
2700,"Place right hand flat, palm down, on top of left hand.",610,2,12,1
2701,Move both hands together in a circular motion towards the right side of the body.,610,3,18,2
2702,Extend both hands outward to the right side.,610,4,18,2
2703,Extend both index fingers and trace them in a diagonal motion from left to right in front of the body.,611,1,18,4
2704,Bring both hands together in front of the chest with palms facing down.,611,2,49,9
2705,Rotate both hands outward in a circular motion.,611,3,24,2
2706,"Extend both hands forward with palms facing up, moving them in a swirling motion.",611,4,84,0
2707,Extend the right hand with the palm facing down.,612,1,6,4
2708,Use the left index finger to tap the back of the right hand twice.,612,2,89,0
2709,"Bring both hands together at chest level, palms facing inwards.",612,3,74,3
2710,Rotate the hands in a clockwise motion while moving them away from the body.,612,4,63,0
2711,"Start with both hands in a fists, palms facing down.",613,1,14,0
2712,Extend both index fingers and move them downwards slowly.,613,2,56,4
2713,Bring both hands back to the starting position quickly.,613,3,53,3
2714,Tap both index fingers together.,613,4,89,3
2715,"Start with hands in fist position, palms facing each other in front of chest",614,1,2,3
2716,"Extend both hands outward, opening fists and forming the number sign for '1'",614,2,80,0
2717,"Bring hands together, touching fingertips to indicate the number '1'",614,3,36,0
2718,Repeat the same motion for the number '2',614,4,55,2
2719,Combine the signs for '1' and '2' to form the sign for 'NUMMER',614,5,80,3
2720,"Bring your index finger to your lips, then move it away.",615,1,21,4
2721,"Extend your arm forward, palm facing down.",615,2,54,0
2722,Rotate your hand to change the direction of your palm.,615,3,21,5
2723,"Bring your hand back towards your body, palm facing up.",615,4,21,7
2724,"Handshape O - fingers together touching thumb, at forehead level.",616,1,70,1
2725,"Handshape P - open hand with palm facing out, fingers together, move from chest level to forehead level.",616,2,83,0
2726,"Handshape H - closed fist with thumb extended upwards, move from chest level to the right side of the head.",616,3,18,1
2727,"Handshape E - open hand with fingers together, touch fingertips to chin.",616,4,33,1
2728,"Handshape L - open hand with thumb out, move hand in a circular motion in front of the chest.",616,5,97,1
2729,"Handshape I - index finger pointing upwards, touch forehead.",616,6,11,4
2730,"Handshape A - open hand with palm facing out, fingers together, move hand from chin level to chest level.",616,7,83,0
2731,"Start with both hands at chest level, palms facing downwards.",617,1,76,2
2732,"Lift both hands up to eye level, palms facing upwards.",617,2,41,0
2733,"Bring both hands together in front of the chest, with fingertips touching.",617,3,36,2
2734,"Move both hands outwards and upwards in a circular motion, ending with hands up and out to the sides.",617,4,73,0
2735,Raise both hands above the head with palms facing upwards,618,1,19,2
2736,Hold the position for a moment,618,2,30,1
2737,Lower both hands back down to the sides,618,3,50,6
2738,Place the right hand palm down on the left shoulder.,619,1,58,5
2739,Move the right hand across the chest to the right shoulder.,619,2,18,1
2740,Bring the right hand down to the waist.,619,3,31,0
2741,Tap the chest with the right hand.,619,4,58,2
2742,Place the dominant hand palm up in front of the non-dominant shoulder.,620,1,3,5
2743,Move the hand in a circular motion towards the dominant side of the body.,620,2,47,5
2744,"Bring the non-dominant hand up to the side of the face, palm facing outwards.",620,3,3,3
2745,Push the non-dominant hand forward while rotating the dominant hand to face down.,620,4,3,9
2746,Raise both hands in front of the chest with palms facing outward,621,1,48,2
2747,"Move hands apart and then back together, alternating the movement",621,2,94,3
2748,Repeat this back and forth motion several times.,621,3,78,0
2749,Start with both hands in the O handshape near the chest.,622,1,14,4
2750,Move both hands outward and rotate them in a circular motion.,622,2,24,2
2751,Bring both hands back together in the O handshape near the chest.,622,3,49,8
2752,Tilt the head slightly to the right while keeping the hands in the O handshape.,622,4,15,1
2753,Hand tapping chest,623,1,88,1
2754,Hand moving in repeated circular motion,623,2,47,4
2755,Head nodding in repetition,623,3,8,6
2756,Hand flicking outward from chin area,623,4,33,1
2757,Point one index finger forward.,624,1,79,0
2758,Circle the finger in a small motion.,624,2,57,0
2759,Bring the finger back to the starting position.,624,3,53,3
2760,Shake head from side to side while maintaining the finger position.,624,4,17,1
2761,Extend the right hand in front of the body with the palm facing down.,625,1,6,4
2762,"Use the left hand to form a circle in front of the right hand, mimicking the shape of the letter 'O'.",625,2,39,2
2763,Bend the fingers of the right hand inward to create the letter 'K'.,625,3,18,1
2764,Tap the right hand on the left palm to represent the letter 'T'.,625,4,58,2
2765,Extend the index finger of the right hand and point to the right to represent the letter 'R'.,625,5,11,3
2766,"Start with hands in a flat position, palms facing down.",626,1,7,2
2767,Make circular motions with both hands as if squeezing an orange.,626,2,52,5
2768,"Bring hands up to mouth level, mimicking eating an orange.",626,3,88,20
2769,"Finish by flicking fingers towards the mouth, signifying the taste of a juicy orange.",626,4,59,5
2770,"Extend dominant hand with fingers spread, palm facing inward.",627,1,83,2
2771,Rotate hand in a circular motion in front of body.,627,2,24,3
2772,Tilt head slightly to the side while rotating hand.,627,3,86,8
2773,"Bring hand back to starting position, palm facing down.",627,4,53,2
2774,Nod head in a confirming motion.,627,5,27,0
2775,"Extend both arms out in front of you, palms facing down.",628,1,65,2
2776,"Bring both arms in towards your body, crossing them in front of your chest.",628,2,37,4
2777,Open your hands and push them outwards in a sweeping motion.,628,3,13,4
2778,Repeat the sweeping motion in a rapid and forceful manner.,628,4,55,5
2779,Start with hands clasped together in front of the chest.,629,1,49,1
2780,Move hands slightly apart while leaning forward.,629,2,8,1
2781,"Bring hands back together in a circular motion, indicating a specific location or place.",629,3,47,1
2782,Finish by pointing with one hand towards the designated spot.,629,4,66,0
2783,"Start with hands in front of chest, palms facing each other.",630,1,2,3
2784,"Move hands outward simultaneously, palms still facing each other.",630,2,20,0
2785,Rotate hands outward so palms are facing forward.,630,3,99,0
2786,Tilt head slightly to the right.,630,4,15,3
